"Provider.ID","Name","City","State","County","Address","lat","long"
110092,"DODGE COUNTY HOSPITAL","EASTMAN","GA","DODGE","901 GRIFFIN AVE
EASTMAN, GA 31023
(32.186056, -83.178589)","32.186056"," -83.178589"
110095,"TIFT REGIONAL MEDICAL CENTER","TIFTON","GA","TIFT","901 E 18TH STREET
TIFTON, GA 31793
(31.470265, -83.489613)","31.470265"," -83.489613"
110100,"JEFFERSON HOSPITAL","LOUISVILLE","GA","JEFFERSON","1067 PEACHTREE ST
LOUISVILLE, GA 30434
(33.00976, -82.404384)","33.00976"," -82.404384"
110101,"COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR","ADEL","GA","COOK","706 N PARRISH AVE
ADEL, GA 31620
(31.144055, -83.424824)","31.144055"," -83.424824"
110104,"CRISP REGIONAL HOSPITAL","CORDELE","GA","CRISP","902 7TH STREET NORTH
CORDELE, GA 31015
(31.977515, -83.782846)","31.977515"," -83.782846"
110105,"COLQUITT REGIONAL MEDICAL CENTER","MOULTRIE","GA","COLQUITT","3131 THOMASVILLE HWY BOX 40
MOULTRIE, GA 31768
(31.125488, -83.783226)","31.125488"," -83.783226"
110107,"MEDICAL CENTER, NAVICENT HEALTH (THE)","MACON","GA","BIBB","777 HEMLOCK STREET
MACON, GA 31201
(32.833202, -83.636553)","32.833202"," -83.636553"
110109,"EMANUEL MEDICAL CENTER","SWAINSBORO","GA","EMANUEL","117 KITE ROAD
SWAINSBORO, GA 30401
(32.59321, -82.346552)","32.59321"," -82.346552"
110111,"UNIVERSITY HOSPITAL MCDUFFIE","THOMSON","GA","MCDUFFIE","2460 WASHINGTON ROAD
THOMSON, GA 30824
(33.525487, -82.504986)","33.525487"," -82.504986"
110113,"BURKE MEDICAL CENTER","WAYNESBORO","GA","BURKE","351 SOUTH LIBERTY STREET
WAYNESBORO, GA 30830
(33.083439, -82.011603)","33.083439"," -82.011603"
110115,"WELLSTAR ATLANTA MEDICAL CENTER","ATLANTA","GA","FULTON","303 PARKWAY DRIVE, NE
ATLANTA, GA 30312
(33.76327, -84.373986)","33.76327"," -84.373986"
110121,"GRADY GENERAL HOSPITAL","CAIRO","GA","GRADY","1155 5TH STREET, SE
CAIRO, GA 39828
(30.862716, -84.19995)","30.862716"," -84.19995"
110122,"SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","LOWNDES","2501 NORTH PATTERSON STREET, PO BOX 1727
VALDOSTA, GA 31603
(30.86175, -83.288863)","30.86175"," -83.288863"
110124,"WAYNE MEMORIAL HOSPITAL","JESUP","GA","WAYNE","865 SOUTH FIRST STREET
JESUP, GA 31545
(31.602952, -81.899094)","31.602952"," -81.899094"
110125,"FAIRVIEW PARK HOSPITAL","DUBLIN","GA","LAURENS","200 INDUSTRIAL BOULEVARD
DUBLIN, GA 31021
(32.534268, -82.950544)","32.534268"," -82.950544"
110128,"MEADOWS REGIONAL MEDICAL CENTER","VIDALIA","GA","TOOMBS","ONE MEADOWS PARKWAY
VIDALIA, GA 30474
","32.2090345","-82.3758517"
110129,"ST FRANCIS HOSPITAL","COLUMBUS","GA","MUSCOGEE","2122 MANCHESTER EXPRESSWAY
COLUMBUS, GA 31995
(32.506927, -84.961378)","32.506927"," -84.961378"
110130,"IRWIN COUNTY HOSPITAL","OCILLA","GA","IRWIN","710 N IRWIN AVENUE
OCILLA, GA 31774
(31.602689, -83.250332)","31.602689"," -83.250332"
110132,"MEMORIAL HOSPITAL AND MANOR","BAINBRIDGE","GA","DECATUR","1500 E SHOTWELL STREET
BAINBRIDGE, GA 39819
(30.903775, -84.552412)","30.903775"," -84.552412"
110135,"TAYLOR REGIONAL HOSPITAL","HAWKINSVILLE","GA","PULASKI","222 PERRY HWY
HAWKINSVILLE, GA 31036
(32.295625, -83.48581)","32.295625"," -83.48581"
110142,"EVANS MEMORIAL HOSPITAL","CLAXTON","GA","EVANS","200 N RIVER STREET
CLAXTON, GA 30417
(32.164133, -81.900403)","32.164133"," -81.900403"
110143,"WELLSTAR COBB HOSPITAL","AUSTELL","GA","COBB","3950 AUSTELL RD
AUSTELL, GA 30106
(33.856701, -84.601561)","33.856701"," -84.601561"
110146,"SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","SAINT MARYS","GA","CAMDEN","2000 DAN PROCTOR DRIVE
SAINT MARYS, GA 31558
(30.781392, -81.615795)","30.781392"," -81.615795"
110150,"OCONEE REGIONAL MEDICAL CENTER","MILLEDGEVILLE","GA","BALDWIN","821 N COBB STREET POST OFFICE BOX 690
MILLEDGEVILLE, GA 31061
(33.088431, -83.245145)","33.088431"," -83.245145"
110153,"PERRY HOSPITAL","PERRY","GA","HOUSTON","1120 MORNINGSIDE DR
PERRY, GA 31069
(32.45924, -83.711226)","32.45924"," -83.711226"
110161,"NORTHSIDE HOSPITAL","ATLANTA","GA","FULTON","1000 JOHNSON FERRY ROAD, NE
ATLANTA, GA 30342
(33.907895, -84.354754)","33.907895"," -84.354754"
110164,"COLISEUM MEDICAL CENTERS","MACON","GA","BIBB","350 HOSPITAL DRIVE
MACON, GA 31217
(32.847315, -83.62027)","32.847315"," -83.62027"
110165,"SOUTHERN REGIONAL MEDICAL CENTER","RIVERDALE","GA","CLAYTON","11 UPPER RIVERDALE ROAD, SW
RIVERDALE, GA 30274
(33.576612, -84.393249)","33.576612"," -84.393249"
110168,"REDMOND REGIONAL MEDICAL CENTER","ROME","GA","FLOYD","501 REDMOND ROAD
ROME, GA 30165
(34.278191, -85.194131)","34.278191"," -85.194131"
110177,"DOCTORS HOSPITAL","AUGUSTA","GA","RICHMOND","3651 WHEELER ROAD
AUGUSTA, GA 30909
(33.482889, -82.094793)","33.482889"," -82.094793"
110184,"WELLSTAR DOUGLAS HOSPITAL","DOUGLASVILLE","GA","DOUGLAS","8954 HOSPITAL DRIVE
DOUGLASVILLE, GA 30134
(33.738973, -84.73305)","33.738973"," -84.73305"
110187,"CHESTATEE REGIONAL HOSPITAL","DAHLONEGA","GA","LUMPKIN","227 MOUNTAIN DR
DAHLONEGA, GA 30533
(34.523492, -83.976073)","34.523492"," -83.976073"
110189,"FANNIN REGIONAL HOSPITAL","BLUE RIDGE","GA","FANNIN","2855 OLD HIGHWAY 5 NORTH
BLUE RIDGE, GA 30513
(34.917288, -84.375863)","34.917288"," -84.375863"
110190,"FLINT RIVER COMMUNITY HOSPITAL","MONTEZUMA","GA","MACON","509 SUMTER STREET, BOX 770
MONTEZUMA, GA 31063
(32.295057, -84.030116)","32.295057"," -84.030116"
110191,"PIEDMONT HENRY HOSPITAL","STOCKBRIDGE","GA","HENRY","1133 EAGLE'S LANDING PARKWAY
STOCKBRIDGE, GA 30281
(33.508912, -84.225638)","33.508912"," -84.225638"
110192,"EASTSIDE MEDICAL CENTER","SNELLVILLE","GA","GWINNETT","1700 MEDICAL WAY
SNELLVILLE, GA 30078
(33.877083, -84.019561)","33.877083"," -84.019561"
110194,"DONALSONVILLE HOSPITAL INC","DONALSONVILLE","GA","SEMINOLE","102 HOSPITAL CIR
DONALSONVILLE, GA 39845
(31.050707, -84.880123)","31.050707"," -84.880123"
110198,"WELLSTAR NORTH FULTON HOSPITAL","ROSWELL","GA","FULTON","3000 HOSPITAL BOULEVARD
ROSWELL, GA 30076
(34.062989, -84.322477)","34.062989"," -84.322477"
110200,"NORTHSIDE MEDICAL CENTER","COLUMBUS","GA","MUSCOGEE","100 FRIST COURT
COLUMBUS, GA 31909
(32.535921, -84.954583)","32.535921"," -84.954583"
110201,"COLISEUM NORTHSIDE HOSPITAL","MACON","GA","BIBB","400 CHARTER BOULEVARD
MACON, GA 31210
(32.869861, -83.694361)","32.869861"," -83.694361"
110205,"NORTH GEORGIA MEDICAL CENTER","ELLIJAY","GA","GILMER","1362 SOUTH MAIN STREET
ELLIJAY, GA 30540
(34.678116, -84.492946)","34.678116"," -84.492946"
110209,"TURNING POINT HOSPITAL","MOULTRIE","GA","COLQUITT","3015 VETERANS PARKWAY
MOULTRIE, GA 31788
(31.121495, -83.779869)","31.121495"," -83.779869"
110215,"PIEDMONT FAYETTE HOSPITAL","FAYETTEVILLE","GA","FAYETTE","1255 HIGHWAY 54 WEST
FAYETTEVILLE, GA 30214
(33.450593, -84.510526)","33.450593"," -84.510526"
110225,"PIEDMONT MOUNTAINSIDE HOSPITAL INC","JASPER","GA","PICKENS","1266 HIGHWAY 515 SOUTH
JASPER, GA 30143
(34.446873, -84.445923)","34.446873"," -84.445923"
110226,"DEKALB MEDICAL CENTER AT HILLANDALE","LITHONIA","GA","DEKALB","2801 DEKALB MEDICAL PARKWAY
LITHONIA, GA 30058
(33.705488, -84.146927)","33.705488"," -84.146927"
110229,"PIEDMONT NEWNAN HOSPITAL, INC","NEWNAN","GA","COWETA","745 POPLAR ROAD
NEWNAN, GA 30265
(33.359316, -84.753678)","33.359316"," -84.753678"
110230,"EMORY JOHNS CREEK HOSPITAL","JOHNS CREEK","GA","CHATTOOGA","6325 HOSPITAL PARKWAY
JOHNS CREEK, GA 30097
(34.067466, -84.175187)","34.067466"," -84.175187"
110233,"SOUTHEASTERN REGIONAL MEDICAL CENTER","NEWNAN","GA","COWETA","600 CELEBRATE LIFE PARKWAY
NEWNAN, GA 30265
(33.386391, -84.757419)","33.386391"," -84.757419"
110234,"SGMC BERRIEN CAMPUS","NASHVILLE","GA","BERRIEN","1221 E MCPHERSON AVENUE
NASHVILLE, GA 31639
(31.203629, -83.238337)","31.203629"," -83.238337"
111300,"SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER","CUTHBERT","GA","RANDOLPH","361 RANDOLPH STREET
CUTHBERT, GA 39840
(31.774822, -84.793588)","31.774822"," -84.793588"
111302,"BLECKLEY MEMORIAL HOSPITAL","COCHRAN","GA","BLECKLEY","145 EAST PEACOCK STREET
COCHRAN, GA 31014
(32.384545, -83.345927)","32.384545"," -83.345927"
111303,"JASPER MEMORIAL HOSPITAL","MONTICELLO","GA","JASPER","898 COLLEGE STREET
MONTICELLO, GA 31064
(33.313982, -83.686877)","33.313982"," -83.686877"
111304,"MORGAN MEMORIAL HOSPITAL","MADISON","GA","MORGAN","1077 SOUTH MAIN STREET
MADISON, GA 30650
(33.583511, -83.477634)","33.583511"," -83.477634"
111305,"MILLER COUNTY HOSPITAL","COLQUITT","GA","MILLER","209 N CUTHBERT STREET
COLQUITT, GA 39837
(31.17548, -84.734548)","31.17548"," -84.734548"
111306,"EFFINGHAM HOSPITAL","SPRINGFIELD","GA","EFFINGHAM","459 GA HIGHWAY 119 SOUTH
SPRINGFIELD, GA 31329
(32.364395, -81.322527)","32.364395"," -81.322527"
111308,"CLINCH MEMORIAL HOSPITAL","HOMERVILLE","GA","CLINCH","1050 VALDOSTA HIGHWAY
HOMERVILLE, GA 31634
(31.032647, -82.763871)","31.032647"," -82.763871"
111310,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH","BYRON","GA","PEACH","1960 HIGHWAY 247 CONNECTOR
BYRON, GA 31008
(32.606567, -83.758349)","32.606567"," -83.758349"
111313,"PUTNAM GENERAL HOSPITAL","EATONTON","GA","PUTNAM","101 LAKE OCONEE PARKWAY
EATONTON, GA 31024
(33.378948, -83.209514)","33.378948"," -83.209514"
111314,"PIONEER COMMUNITY HOSPITAL OF EARLY","BLAKELY","GA","EARLY","11740 COLUMBIA STREET
BLAKELY, GA 39823
(31.374419, -84.946143)","31.374419"," -84.946143"
111316,"WARM SPRINGS MEDICAL CENTER","WARM SPRINGS","GA","MERIWETHER","5995 SPRING STREET
WARM SPRINGS, GA 31830
(32.890652, -84.682911)","32.890652"," -84.682911"
111318,"MONROE COUNTY HOSPITAL","FORSYTH","GA","MONROE","88 MARTIN LUTHER KING JR DRIVE
FORSYTH, GA 31029
(33.030996, -83.946634)","33.030996"," -83.946634"
111319,"WELLSTAR SYLVAN GROVE HOSPITAL","JACKSON","GA","BUTTS","1050 MCDONOUGH ROAD
JACKSON, GA 30233
(33.303071, -83.977801)","33.303071"," -83.977801"
111320,"HIGGINS GENERAL HOSPITAL","BREMEN","GA","HARALSON","200 ALLEN MEMORIAL DRIVE
BREMEN, GA 30110
(33.716343, -85.144623)","33.716343"," -85.144623"
111324,"CHATUGE REGIONAL HOSPITAL","HIAWASSEE","GA","TOWNS","110 EAST MAIN STREET
HIAWASSEE, GA 30546
(34.946293, -83.754338)","34.946293"," -83.754338"
111325,"WILLS MEMORIAL HOSPITAL","WASHINGTON","GA","WILKES","120 GORDON STREET
WASHINGTON, GA 30673
(33.729302, -82.742388)","33.729302"," -82.742388"
111326,"SGMC LANIER CAMPUS","LAKELAND","GA","LANIER","116 WEST THIGPEN AVENUE
LAKELAND, GA 31635
(31.041591, -83.086454)","31.041591"," -83.086454"
111327,"BACON COUNTY HOSPITAL","ALMA","GA","BACON","302 SOUTH WAYNE STREET
ALMA, GA 31510
(31.539521, -82.459608)","31.539521"," -82.459608"
111328,"PHOEBE WORTH MEDICAL CENTER","SYLVESTER","GA","WORTH","807 SOUTH ISABELLA STREET
SYLVESTER, GA 31791
(31.512387, -83.840672)","31.512387"," -83.840672"
111329,"ST MARY'S GOOD SAMARITAN HOSPITAL","GREENSBORO","GA","GREENE","5401 LAKE OCONEE PARKWAY
GREENSBORO, GA 30642
(33.480721, -83.240721)","33.480721"," -83.240721"
111330,"POLK MEDICAL CENTER","CEDARTOWN","GA","POLK","2360 ROCKMART HIGHWAY
CEDARTOWN, GA 30125
(34.015389, -85.196988)","34.015389"," -85.196988"
111331,"MITCHELL COUNTY HOSPITAL","CAMILLA","GA","MITCHELL","90 STEPHENS STREET
CAMILLA, GA 31730
(31.229276, -84.205167)","31.229276"," -84.205167"
111332,"BROOKS COUNTY HOSPITAL","QUITMAN","GA","BROOKS","903 N COURT ST
QUITMAN, GA 31643
(30.794801, -83.55951)","30.794801"," -83.55951"
111333,"JEFF DAVIS HOSPITAL","HAZLEHURST","GA","JEFF DAVIS","163 SOUTH TALLAHASSEE STREET, P O BOX 1690
HAZLEHURST, GA 31539
(31.856972, -82.608434)","31.856972"," -82.608434"
111334,"CANDLER COUNTY HOSPITAL","METTER","GA","CANDLER","400 CEDAR STREET
METTER, GA 30439
(32.407081, -82.066608)","32.407081"," -82.066608"
111335,"LIBERTY REGIONAL MEDICAL CENTER","HINESVILLE","GA","LIBERTY","462 E G MILES PARKWAY
HINESVILLE, GA 31310
(31.839318, -81.603412)","31.839318"," -81.603412"
111336,"MOUNTAIN LAKES MEDICAL CENTER","CLAYTON","GA","RABUN","196 RIDGECREST CIRCLE
CLAYTON, GA 30525
(34.884602, -83.416395)","34.884602"," -83.416395"
120001,"THE QUEENS MEDICAL CENTER","HONOLULU","HI","HONOLULU","1301 PUNCHBOWL ST
HONOLULU, HI 96813
(21.307695, -157.855186)","21.307695"," -157.855186"
120002,"MAUI MEMORIAL MEDICAL CENTER","WAILUKU","HI","MAUI","221 MAHALANI STREET
WAILUKU, HI 96793
(20.884455, -156.488087)","20.884455"," -156.488087"
120004,"WAHIAWA GENERAL HOSPITAL","WAHIAWA","HI","HONOLULU","128 LEHUA STREET
WAHIAWA, HI 96786
(21.498511, -158.027299)","21.498511"," -158.027299"
120005,"HILO MEDICAL CENTER","HILO","HI","HAWAII","1190 WAIANUENUE AVENUE
HILO, HI 96720
(19.717679, -155.111886)","19.717679"," -155.111886"
120006,"CASTLE MEDICAL CENTER","KAILUA","HI","HONOLULU","640 ULUKAHIKI ST
KAILUA, HI 96734
(21.381502, -157.757229)","21.381502"," -157.757229"
120007,"KUAKINI MEDICAL CENTER","HONOLULU","HI","HONOLULU","347 NORTH KUAKINI STREET
HONOLULU, HI 96817
(21.322211, -157.856211)","21.322211"," -157.856211"
120011,"KAISER FOUNDATION HOSPITAL","HONOLULU","HI","HONOLULU","3288 MOANALUA RD
HONOLULU, HI 96819
(21.363251, -157.901077)","21.363251"," -157.901077"
120014,"WILCOX MEMORIAL HOSPITAL","LIHUE","HI","KAUAI","3-3420 KUHIO HIGHWAY
LIHUE, HI 96766
(21.986288, -159.36628)","21.986288"," -159.36628"
120019,"KONA COMMUNITY HOSPITAL","KEALAKEKUA","HI","HAWAII","79-1019 HAUKAPILA STREET
KEALAKEKUA, HI 96750
(19.519236, -155.917729)","19.519236"," -155.917729"
120022,"STRAUB CLINIC AND HOSPITAL","HONOLULU","HI","HONOLULU","888 SO KING STREET
HONOLULU, HI 96813
(21.302023, -157.850226)","21.302023"," -157.850226"
120026,"PALI MOMI MEDICAL CENTER","AIEA","HI","HONOLULU","98-1079 MOANALUA ROAD
AIEA, HI 96701
(21.383779, -157.937582)","21.383779"," -157.937582"
120028,"NORTH HAWAII COMMUNITY HOSPITAL","KAMUELA","HI","HAWAII","67 1125 MAMALAHOA HIGHWAY
KAMUELA, HI 96743
","20.02287","-155.6650027"
121300,"KAUAI VETERANS MEMORIAL HOSPITAL","WAIMEA","HI","KAUAI","4643 WAIMEA CANYON DRIVE
WAIMEA, HI 96796
(21.959662, -159.670468)","21.959662"," -159.670468"
121301,"KAU HOSPITAL","PAHALA","HI","HAWAII","1 KAMANI STREET
PAHALA, HI 96777
(20.88793, -156.432233)","20.88793"," -156.432233"
121303,"MOLOKAI GENERAL HOSPITAL","KAUNAKAKAI","HI","MAUI","280 HOME OLU PLACE
KAUNAKAKAI, HI 96748
(21.093776, -157.018003)","21.093776"," -157.018003"
121304,"KAHUKU MEDICAL CENTER","KAHUKU","HI","HONOLULU","56-117 PUALALEA STREET
KAHUKU, HI 96731
(21.677055, -157.952257)","21.677055"," -157.952257"
121306,"SAMUEL MAHELONA MEMORIAL HOSPITAL","KAPAA","HI","KAUAI","4800 KAWAIHAU ROAD
KAPAA, HI 96746
(22.087788, -159.314174)","22.087788"," -159.314174"
121308,"KULA HOSPITAL","KULA","HI","MAUI","100 KOKEA PLACE
KULA, HI 96790
(20.701994, -156.357099)","20.701994"," -156.357099"
130002,"ST LUKE'S MAGIC VALLEY RMC","TWIN FALLS","ID","TWIN FALLS","801 POLE LINE ROAD WEST
TWIN FALLS, ID 83301
(42.59159, -114.493131)","42.59159"," -114.493131"
130003,"ST JOSEPH REGIONAL MEDICAL CENTER","LEWISTON","ID","NEZ PERCE","415 SIXTH STREET
LEWISTON, ID 83501
(46.417121, -117.024997)","46.417121"," -117.024997"
130006,"ST LUKE'S REGIONAL MEDICAL CENTER","BOISE","ID","ADA","190 EAST BANNOCK STREET
BOISE, ID 83712
(43.612157, -116.192202)","43.612157"," -116.192202"
130007,"ST ALPHONSUS REGIONAL MEDICAL CENTER","BOISE","ID","ADA","1055 NORTH CURTIS ROAD
BOISE, ID 83706
(43.614072, -116.253622)","43.614072"," -116.253622"
130013,"SAINT ALPHONSUS MEDICAL CENTER - NAMPA","NAMPA","ID","CANYON","1512 TWELFTH AVENUE ROAD
NAMPA, ID 83686
(43.55305, -116.57284)","43.55305"," -116.57284"
130014,"WEST VALLEY MEDICAL CENTER","CALDWELL","ID","CANYON","1717 ARLINGTON STREET
CALDWELL, ID 83605
(43.653464, -116.695639)","43.653464"," -116.695639"
130018,"EASTERN IDAHO REGIONAL MEDICAL CENTER","IDAHO FALLS","ID","BONNEVILLE","3100 CHANNING WAY
IDAHO FALLS, ID 83404
(43.470384, -111.990169)","43.470384"," -111.990169"
130025,"MADISON MEMORIAL HOSPITAL","REXBURG","ID","MADISON","450 EAST MAIN STREET
REXBURG, ID 83440
(43.826053, -111.773407)","43.826053"," -111.773407"
130028,"PORTNEUF MEDICAL CENTER","POCATELLO","ID","BANNOCK","777 HOSPITAL WAY
POCATELLO, ID 83201
(42.872621, -112.4189)","42.872621"," -112.4189"
130049,"KOOTENAI HEALTH","COEUR D'ALENE","ID","KOOTENAI","2003 KOOTENAI HEALTH WAY
COEUR D'ALENE, ID 83814
(47.696104, -116.792248)","47.696104"," -116.792248"
130063,"TREASURE VALLEY HOSPITAL","BOISE","ID","ADA","8800 WEST EMERALD STREET
BOISE, ID 83704
(43.611289, -116.290332)","43.611289"," -116.290332"
130065,"MOUNTAIN VIEW HOSPITAL","IDAHO FALLS","ID","BONNEVILLE","2325 CORONADO STREET
IDAHO FALLS, ID 83404
(43.472524, -111.988717)","43.472524"," -111.988717"
130066,"NORTHWEST SPECIALTY HOSPITAL","POST FALLS","ID","KOOTENAI","1593 EAST POLSTON AVENUE
POST FALLS, ID 83854
(47.7144, -116.923334)","47.7144"," -116.923334"
130067,"IDAHO DOCTORS HOSPITAL","BLACKFOOT","ID","BINGHAM","350 N MERIDIAN STREET
BLACKFOOT, ID 83221
(43.196301, -112.356124)","43.196301"," -112.356124"
131301,"BOUNDARY COMMUNITY HOSPITAL","BONNERS FERRY","ID","BOUNDARY","6640 KANIKSU STREET
BONNERS FERRY, ID 83805
(48.70257, -116.322084)","48.70257"," -116.322084"
131302,"NORTH CANYON MEDICAL CENTER","GOODING","ID","GOODING","267 NORTH CANYON DR
GOODING, ID 83330
(42.92187, -114.710207)","42.92187"," -114.710207"
131303,"NELL J REDFIELD MEMORIAL HOSPITAL","MALAD","ID","ONEIDA","150 NORTH 200 WEST
MALAD, ID 83252
(42.189852, -112.250753)","42.189852"," -112.250753"
131304,"HARMS MEMORIAL HOSPITAL","AMERICAN FALLS","ID","POWER","510 ROOSEVELT STREET
AMERICAN FALLS, ID 83211
(42.781902, -112.848285)","42.781902"," -112.848285"
131305,"STEELE MEMORIAL MEDICAL CENTER","SALMON","ID","LEMHI","203 SOUTH DAISY STREET
SALMON, ID 83467
(45.172663, -113.891429)","45.172663"," -113.891429"
131307,"WEISER MEMORIAL HOSPITAL","WEISER","ID","WASHINGTON","645 EAST 5TH STREET
WEISER, ID 83672
(44.248761, -116.961735)","44.248761"," -116.961735"
131308,"CASCADE MEDICAL CENTER","CASCADE","ID","VALLEY","402 LAKE CASCADE PARKWAY
CASCADE, ID 83611
(44.517759, -116.049283)","44.517759"," -116.049283"
131309,"CARIBOU MEMORIAL HOSPITAL","SODA SPRINGS","ID","CARIBOU","300 SOUTH 3RD WEST
SODA SPRINGS, ID 83276
","42.6525573","-111.6133638"
131310,"ST LUKE'S JEROME","JEROME","ID","JEROME","709 NORTH LINCOLN AVENUE
JEROME, ID 83338
(42.730293, -114.51849)","42.730293"," -114.51849"
131311,"ST LUKE'S ELMORE MEDICAL CENTER","MOUNTAIN HOME","ID","ELMORE","895 NORTH 6TH EAST
MOUNTAIN HOME, ID 83647
(43.138341, -115.692485)","43.138341"," -115.692485"
131312,"ST LUKE'S MCCALL","MC CALL","ID","VALLEY","1000 STATE STREET
MC CALL, ID 83638
(44.909354, -116.109703)","44.909354"," -116.109703"
131313,"TETON VALLEY HOSPITAL","DRIGGS","ID","TETON","120 EAST HOWARD AVE
DRIGGS, ID 83422
(43.727275, -111.107641)","43.727275"," -111.107641"
131314,"SHOSHONE MEDICAL CENTER","KELLOGG","ID","SHOSHONE","25 JACOBS GULCH ROAD
KELLOGG, ID 83837
(47.547123, -116.131409)","47.547123"," -116.131409"
131315,"SYRINGA GENERAL HOSPITAL","GRANGEVILLE","ID","IDAHO","607 W MAIN STREET
GRANGEVILLE, ID 83530
(45.926789, -116.126994)","45.926789"," -116.126994"
131316,"BEAR LAKE MEMORIAL HOSPITAL","MONTPELIER","ID","BEAR LAKE","164 SOUTH FIFTH STREET
MONTPELIER, ID 83254
(42.316228, -111.300847)","42.316228"," -111.300847"
131317,"BENEWAH COMMUNITY HOSPITAL","ST MARIES","ID","BENEWAH","229 SOUTH 7TH STREET
ST MARIES, ID 83861
(47.314613, -116.566678)","47.314613"," -116.566678"
131318,"VALOR HEALTH","EMMETT","ID","GEM","1202 EAST LOCUST STREET
EMMETT, ID 83617
(43.879079, -116.485311)","43.879079"," -116.485311"
131319,"MINIDOKA MEMORIAL HOSPITAL","RUPERT","ID","MINIDOKA","1224 8TH STREET
RUPERT, ID 83350
(42.619625, -113.685362)","42.619625"," -113.685362"
131320,"CLEARWATER VALLEY HOSPITAL & CLINICS","OROFINO","ID","CLEARWATER","301 CEDAR STREET
OROFINO, ID 83544
(46.487288, -116.259788)","46.487288"," -116.259788"
131321,"ST MARY'S HOSPITAL","COTTONWOOD","ID","IDAHO","701 LEWISTON ST
COTTONWOOD, ID 83522
(46.050371, -116.351645)","46.050371"," -116.351645"
131322,"FRANKLIN COUNTY MEDICAL CENTER","PRESTON","ID","FRANKLIN","44 NORTH FIRST EAST
PRESTON, ID 83263
(42.097382, -111.874007)","42.097382"," -111.874007"
131323,"ST LUKE'S WOOD RIVER MEDICAL CENTER","KETCHUM","ID","BLAINE","100 HOSPITAL DRIVE
KETCHUM, ID 83340
(43.648311, -114.349039)","43.648311"," -114.349039"
131324,"LOST RIVERS HOSPITAL","ARCO","ID","BUTTE","551 HIGHLAND DRIVE
ARCO, ID 83213
(43.640255, -113.296899)","43.640255"," -113.296899"
131325,"BINGHAM MEMORIAL HOSPITAL","BLACKFOOT","ID","BINGHAM","98 POPLAR STREET
BLACKFOOT, ID 83221
(43.192952, -112.347442)","43.192952"," -112.347442"
131326,"CASSIA REGIONAL MEDICAL CENTER","BURLEY","ID","CASSIA","1501 HILAND AVENUE
BURLEY, ID 83318
(42.535526, -113.783416)","42.535526"," -113.783416"
131327,"GRITMAN MEDICAL CENTER","MOSCOW","ID","LATAH","700 SOUTH MAIN STREET
MOSCOW, ID 83843
(46.728704, -117.001406)","46.728704"," -117.001406"
131328,"BONNER GENERAL HOSPITAL","SANDPOINT","ID","BONNER","520 NORTH THIRD AVENUE
SANDPOINT, ID 83864
(48.277485, -116.550314)","48.277485"," -116.550314"
140001,"GRAHAM HOSPITAL ASSOCIATION","CANTON","IL","FULTON","210 WEST WALNUT STREET
CANTON, IL 61520
(40.553254, -90.038135)","40.553254"," -90.038135"
140002,"ALTON MEMORIAL HOSPITAL","ALTON","IL","MADISON","ONE MEMORIAL DRIVE
ALTON, IL 62002
","38.8996874","-90.1591356"
140007,"PRESENCE SAINT JOSEPH MEDICAL CENTER","JOLIET","IL","WILL","333 N MADISON
JOLIET, IL 60435
(41.537153, -88.090829)","41.537153"," -88.090829"
140008,"LOYOLA GOTTLIEB MEMORIAL HOSPITAL","MELROSE PARK","IL","COOK","701 WEST NORTH AVE
MELROSE PARK, IL 60160
(41.908353, -87.840438)","41.908353"," -87.840438"
140010,"EVANSTON HOSPITAL","EVANSTON","IL","COOK","2650 RIDGE AVE
EVANSTON, IL 60201
(42.065359, -87.683283)","42.065359"," -87.683283"
140011,"HERRIN HOSPITAL","HERRIN","IL","WILLIAMSON","201 S 14TH ST
HERRIN, IL 62948
(37.800098, -89.026543)","37.800098"," -89.026543"
140012,"KATHERINE SHAW BETHEA HOSPITAL","DIXON","IL","LEE","403 E 1ST ST
DIXON, IL 61021
(41.84423, -89.480131)","41.84423"," -89.480131"
140013,"PROCTOR HOSPITAL","PEORIA","IL","PEORIA","5409 N KNOXVILLE AVE
PEORIA, IL 61614
(40.752496, -89.593254)","40.752496"," -89.593254"
140015,"BLESSING HOSPITAL","QUINCY","IL","ADAMS","BROADWAY AT 11TH STREET
QUINCY, IL 62301
(39.935624, -91.39833)","39.935624"," -91.39833"
140018,"MT SINAI HOSPITAL MEDICAL CENTER","CHICAGO","IL","COOK","15TH STREET AT CALIFORNIA
CHICAGO, IL 60608
","41.8601109","-87.6957067"
140019,"SHELBY MEMORIAL HOSPITAL","SHELBYVILLE","IL","SHELBY","200 S CEDAR ST
SHELBYVILLE, IL 62565
(39.405769, -88.807112)","39.405769"," -88.807112"
140026,"ST MARYS HOSPITAL","STREATOR","IL","LA SALLE","111 SPRING STREET
STREATOR, IL 61364
(41.114308, -88.835327)","41.114308"," -88.835327"
